feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
362,3019,123.0,4952,2024-01-07,Product Suggestion,Email,Negative,Laborum cum reprehenderit placeat occaecati culpa natus placeat earum illum nam sed voluptate non.,Closed,Excepturi facere natus adipisci vitae dolor ipsum quia cupiditate quo provident est.
417,3020,122.0,5693,2024-01-05,Sales Service,Whatsapp,Neutral,Facilis at ea illo enim molestias quas quia expedita atque quis.,Closed,Odio modi vero ab corporis facilis architecto iste ipsum modi deserunt ullam.
437,3091,130.0,6044,2024-01-09,Delivery Issue,Distributor Portal,Negative,Eius debitis iste alias unde deserunt voluptates laborum vero sunt commodi quam cumque a accusamus nisi aperiam id suscipit.,In Progress,
488,3376,,6720,2024-01-22,Query,Sales Rep,Positive,Autem vel ad maxime suscipit explicabo voluptatibus nesciunt non numquam vitae.,In Progress,
525,3071,,7156,2024-01-02,Sales Service,Distributor Portal,Neutral,Iure illum laudantium velit illum autem minus sunt quis doloribus blanditiis quod dicta quibusdam et.,Escalated,
530,3204,150.0,7233,2024-01-23,Order Accuracy,Sales Rep,Neutral,Voluptatibus iusto quaerat voluptates perferendis nemo quaerat minus dignissimos nam minus consectetur modi incidunt sed.,Resolved,Corrupti ipsa quisquam porro voluptate veritatis delectus consequuntur cumque nobis itaque nostrum.
547,3359,140.0,7423,2024-01-02,Complaint,Email,Negative,Nostrum voluptatem nemo corrupti accusantium qui molestias aliquam sapiente illo alias.,In Progress,
550,3337,106.0,7482,2024-01-12,Query,Whatsapp,Negative,Molestias quod non consequuntur inventore eum maiores veniam autem veritatis unde deleniti at.,Closed,Libero saepe saepe voluptatem a eos facere sapiente culpa.
580,3209,138.0,8012,2024-01-03,Delivery Issue,Phone,Negative,Nam delectus nostrum quam ipsam facilis minima laudantium error facere natus molestiae culpa nisi eligendi hic saepe.,Resolved,Numquam adipisci iusto numquam nobis doloribus quas repellendus.
605,3485,141.0,8202,2024-01-18,Complaint,Whatsapp,Negative,Aut sint facilis beatae ab quae velit labore quam minima labore labore consequatur sapiente repellat nulla.,Closed,Ullam ratione sed animi facilis tenetur adipisci sequi sapiente provident inventore tenetur eius.
606,3419,135.0,8203,2024-01-26,Quality Issue,Email,Neutral,Quam tempore nulla iste minus amet hic voluptates possimus laborum quas totam ducimus modi occaecati doloribus eaque aliquam.,Escalated,
620,3208,154.0,8404,2024-01-05,Sales Service,Whatsapp,Neutral,Maxime sapiente quis dolores inventore quibusdam quam ut voluptas aut nesciunt odit esse praesentium quibusdam itaque.,Escalated,
652,3053,131.0,8850,2024-01-05,Order Accuracy,Phone,Negative,Impedit itaque enim rerum ad nulla magni id consectetur.,Resolved,Necessitatibus commodi incidunt neque perspiciatis iusto.
658,3450,105.0,8957,2024-01-12,Query,Email,Positive,Deleniti recusandae quos rem eos explicabo praesentium voluptatibus deleniti nostrum at illo cumque recusandae facilis.,Escalated,
659,3377,128.0,8958,2024-01-01,Complaint,Whatsapp,Positive,Minima mollitia recusandae aliquid libero architecto et quam similique.,Escalated,
685,3111,149.0,9235,2024-01-02,Product Suggestion,Phone,Neutral,Reiciendis fuga officiis officiis odit fugiat atque ut nemo dignissimos officiis.,Resolved,Quisquam ducimus ratione in quasi totam vel officia.
707,3237,161.0,9489,2024-01-03,Order Accuracy,Distributor Portal,Positive,Porro possimus deserunt sed numquam praesentium laboriosam rerum ullam minus rem vel rem veniam veritatis sequi laudantium.,Open,
708,3277,124.0,9496,2024-01-25,Complaint,Whatsapp,Positive,Nemo modi illum quasi molestias maiores laboriosam quia porro labore unde minus expedita recusandae accusantium veritatis rerum quasi blanditiis numquam.,In Progress,
749,3237,107.0,10030,2024-01-09,Delivery Issue,Sales Rep,Neutral,Quidem blanditiis error aliquam dolorem possimus accusantium debitis eos ipsa harum.,Closed,Mollitia ut distinctio totam nihil nemo consequatur modi voluptates harum.
767,3004,,10309,2024-01-01,Query,Email,Neutral,Non enim nobis ad in recusandae saepe asperiores adipisci.,Escalated,
817,3463,109.0,10945,2024-01-16,Order Accuracy,Whatsapp,Neutral,Facere debitis quos adipisci illo pariatur natus minus natus.,Closed,Reiciendis incidunt ullam ad nulla incidunt sint expedita hic unde maxime.
