feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
221,3335,,2844,2023-12-16,Quality Issue,Email,Positive,Amet animi et quasi autem facere hic neque corporis commodi maxime laudantium placeat quibusdam quo animi quidem doloribus qui quod.,Closed,Dignissimos atque mollitia velit dolore sed cupiditate eveniet alias sit.
230,3038,,3075,2023-12-31,Query,Phone,Negative,Molestiae similique sit unde nobis officia doloremque laborum repellat atque quia ullam natus tenetur tenetur non placeat saepe.,Open,
233,3232,155.0,3121,2023-12-31,Quality Issue,Sales Rep,Neutral,Quisquam nulla necessitatibus labore voluptatum earum ab nesciunt sed dolore sapiente incidunt possimus deleniti occaecati incidunt eveniet mollitia.,In Progress,
257,3173,,3456,2023-12-10,Order Accuracy,Phone,Positive,Repellendus voluptatibus libero odit ipsa libero vel maiores perferendis.,In Progress,
261,3257,,3558,2023-12-23,Complaint,Phone,Negative,Tenetur voluptates autem hic numquam et repellendus nulla nemo cupiditate voluptate iste debitis et architecto maxime quas non.,In Progress,
328,3079,,4520,2023-12-27,Order Accuracy,Email,Negative,Exercitationem dolorum aliquid voluptatem at laudantium nostrum cum porro adipisci.,Closed,Ipsa rem maxime nemo laboriosam nostrum magni.
352,3085,156.0,4846,2023-12-09,Sales Service,Phone,Positive,Optio dolorum accusantium fuga tenetur odio sapiente incidunt cumque atque cumque sunt laboriosam.,Open,
355,3177,149.0,4889,2023-12-11,Sales Service,Email,Neutral,Quaerat distinctio minima ducimus delectus enim odio in delectus ut ducimus molestiae asperiores incidunt corrupti quos ipsam sed nisi possimus.,In Progress,
367,3325,155.0,5014,2023-12-02,Product Suggestion,Distributor Portal,Neutral,Culpa incidunt delectus maiores ex ex qui nam fugiat earum inventore.,Closed,Similique hic eaque alias asperiores consectetur.
412,3313,132.0,5675,2023-12-05,Complaint,Phone,Negative,Repellendus provident eveniet nobis id saepe aut officiis porro ratione iusto minus ad amet harum dolorum iure aut cum optio.,Resolved,Vitae occaecati assumenda occaecati blanditiis repellendus excepturi consectetur minus a laborum.
414,3018,,5681,2023-12-04,Delivery Issue,Whatsapp,Neutral,Voluptatum tenetur vitae dolor quam suscipit voluptates fugiat ex tempore eius harum rem laudantium ipsa voluptas explicabo dolorum explicabo.,Closed,Praesentium beatae aut modi non doloremque ex doloribus rerum dolorum minus.
442,3414,162.0,6125,2023-12-28,Query,Email,Positive,Magnam deserunt iusto velit optio nemo assumenda perspiciatis aspernatur incidunt aperiam hic ducimus minima quaerat tenetur nobis iusto.,Escalated,
469,3026,132.0,6545,2023-12-07,Complaint,Distributor Portal,Negative,Quasi natus explicabo quae ipsum consequatur impedit et officiis ipsum facere expedita aliquam libero debitis.,Open,
483,3279,,6671,2023-12-20,Delivery Issue,Email,Positive,Dignissimos repudiandae explicabo veritatis eius culpa quis exercitationem saepe corrupti at est.,Closed,Quasi repellendus enim fugit voluptatum nesciunt eveniet.
507,3098,123.0,6988,2023-12-01,Delivery Issue,Phone,Negative,Consequuntur aut expedita et libero minima autem optio vero error possimus.,Escalated,
508,3239,,7023,2023-12-21,Query,Sales Rep,Positive,Ut distinctio ipsa accusantium corporis odit itaque eaque illum reiciendis ullam tempora quia laborum.,Escalated,
538,3493,143.0,7303,2023-12-06,Order Accuracy,Phone,Neutral,Corrupti quasi velit sapiente ut voluptatem repellat minima laudantium animi facere dolores atque asperiores inventore magni expedita nihil.,Open,
540,3273,141.0,7308,2023-12-27,Product Suggestion,Distributor Portal,Positive,Illo iure eum nam accusamus assumenda laboriosam quis repellat saepe.,Resolved,Velit beatae sapiente excepturi voluptatem ipsam fugit eveniet maxime aperiam quaerat ad ratione.
573,3144,,7959,2023-12-12,Query,Distributor Portal,Neutral,Rem cupiditate at soluta ut asperiores vero quidem in quo magni vel alias expedita ducimus eligendi quis.,Closed,Similique fugit officia tempora ex odit culpa earum velit minus in voluptatibus odio.
585,3370,108.0,8042,2023-12-07,Sales Service,Phone,Positive,Fugiat inventore laudantium minus ut ut possimus perferendis ab porro delectus nihil molestias laborum expedita vero.,Resolved,Voluptas ad odit voluptas aspernatur enim magni ratione doloribus.
591,3074,,8089,2023-12-11,Product Suggestion,Whatsapp,Negative,Numquam esse reiciendis laudantium ad placeat sit aliquam labore neque.,In Progress,
627,3236,112.0,8482,2023-12-19,Complaint,Whatsapp,Positive,Neque laboriosam eum explicabo ullam cum culpa iste quia nihil in dolor ea eos.,Open,
636,3324,107.0,8578,2023-12-26,Sales Service,Phone,Neutral,Corporis ut ad ullam in aut amet atque cupiditate ducimus repudiandae adipisci optio fugiat labore error ullam maxime.,Escalated,
670,3073,138.0,9063,2023-12-17,Delivery Issue,Whatsapp,Neutral,Assumenda cum beatae perspiciatis quaerat omnis dolor tempora error cum beatae nesciunt veritatis saepe at cumque culpa sed nesciunt maxime.,Closed,Nam id voluptas officiis nihil dolore consequuntur odio exercitationem quos commodi similique iure.
723,3163,141.0,9699,2023-12-11,Product Suggestion,Sales Rep,Negative,Voluptate mollitia provident autem incidunt deleniti deleniti quis tempore esse voluptatum.,Open,
746,3291,115.0,9994,2023-12-31,Delivery Issue,Email,Negative,Neque assumenda quia placeat quis velit voluptas consequatur quaerat ipsum explicabo fugiat quaerat ex voluptates debitis recusandae.,Escalated,
775,3330,155.0,10429,2023-12-09,Sales Service,Sales Rep,Neutral,Vitae ea aspernatur assumenda voluptatibus dignissimos repellat nihil dicta quae in corporis atque praesentium cumque quis.,In Progress,
793,3196,111.0,10657,2023-12-05,Quality Issue,Distributor Portal,Negative,Recusandae similique dicta nesciunt ad sed et inventore nulla voluptate eligendi blanditiis reiciendis facilis provident optio vel quisquam.,Resolved,Rerum expedita perferendis laudantium itaque quos non iure eveniet incidunt.
