feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
479,3421,127.0,6649,2025-06-09,Complaint,Whatsapp,Negative,Quo assumenda accusantium iste sequi similique facilis animi doloremque eaque.,Resolved,Perferendis quod minus voluptatibus nisi ad assumenda magnam quas dolorem.
517,3473,115.0,7072,2025-06-13,Product Suggestion,Phone,Neutral,Optio quisquam omnis dicta repudiandae deleniti fugiat asperiores ipsum maiores quos nemo quisquam suscipit consequatur illo cumque doloribus.,Closed,Natus saepe ut beatae iusto distinctio quae animi occaecati non esse perspiciatis animi.
548,3037,122.0,7427,2025-06-15,Query,Phone,Neutral,Qui provident distinctio voluptas blanditiis quos atque deleniti optio iure alias et soluta recusandae nesciunt saepe ipsam possimus error.,Resolved,Error rem tempore omnis blanditiis nesciunt doloremque minus in.
554,3223,150.0,7664,2025-06-17,Delivery Issue,Phone,Positive,Illum ad ipsa dolores quas architecto maxime quibusdam illo corporis accusamus rerum autem laboriosam a.,Closed,Molestias aspernatur aliquid sapiente sit nobis harum eum amet veritatis dolor.
630,3199,,8504,2025-06-02,Delivery Issue,Whatsapp,Positive,Fugiat tempore excepturi quis voluptate dolor nisi ipsum odio.,Resolved,Debitis veritatis aspernatur nostrum quasi placeat quidem accusamus.
661,3054,160.0,8974,2025-06-07,Product Suggestion,Phone,Neutral,In corrupti cupiditate magnam quaerat fugiat atque culpa fuga occaecati quaerat mollitia soluta fugit officiis earum.,Escalated,
680,3037,127.0,9169,2025-06-12,Sales Service,Whatsapp,Positive,Totam itaque praesentium tempore modi corrupti soluta nesciunt delectus eos at nisi non porro culpa asperiores hic quam.,In Progress,
778,3340,118.0,10495,2025-06-12,Order Accuracy,Whatsapp,Negative,Molestias nostrum architecto eaque in doloribus odio natus suscipit doloremque.,In Progress,
797,3198,,10700,2025-06-18,Quality Issue,Phone,Neutral,Id illo temporibus tempore totam voluptate ratione laborum amet.,Closed,Tempore eveniet eos nesciunt iusto minus reprehenderit cumque libero molestias earum incidunt ut.
808,3253,,10857,2025-06-29,Sales Service,Phone,Neutral,Ducimus nihil saepe aut facilis consequuntur totam vero explicabo facilis tempore rem inventore neque ipsam perspiciatis illo repellendus fugiat expedita.,Open,
