feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
242,3425,146.0,3228,2024-10-08,Complaint,Whatsapp,Neutral,Cumque quisquam blanditiis dolore impedit eligendi adipisci eveniet non dolores sapiente perferendis mollitia consectetur.,Resolved,Molestias nisi repellendus omnis quas cupiditate est.
266,3113,101.0,3707,2024-10-01,Quality Issue,Email,Negative,Nobis velit animi delectus voluptatibus voluptates ex molestias maiores numquam in unde eum ratione.,Resolved,Similique totam odit vel modi voluptatibus a unde esse assumenda tenetur quos.
289,3288,143.0,4016,2024-10-01,Delivery Issue,Distributor Portal,Neutral,Consectetur labore ratione reiciendis quas officiis praesentium inventore iste distinctio.,Resolved,Voluptatibus et aspernatur fugiat necessitatibus quod.
290,3274,132.0,4022,2024-10-10,Delivery Issue,Sales Rep,Negative,Optio culpa pariatur reiciendis tenetur dignissimos soluta ex sequi.,Escalated,
298,3041,134.0,4159,2024-10-15,Query,Sales Rep,Negative,Recusandae enim eius quas ullam dolores quae ullam similique dolor totam cupiditate laborum.,Escalated,
302,3030,107.0,4207,2024-10-09,Sales Service,Phone,Positive,Quod ullam magnam voluptas est commodi natus nulla fuga adipisci fuga consequuntur odio temporibus quas quos qui quisquam consequatur.,In Progress,
342,3047,,4669,2024-10-06,Order Accuracy,Distributor Portal,Positive,Impedit recusandae reiciendis quidem atque suscipit assumenda repudiandae odit nesciunt cupiditate minus aliquam alias officiis dolorem.,Resolved,Ipsa odit enim nam suscipit quos explicabo pariatur.
348,3104,161.0,4789,2024-10-01,Order Accuracy,Phone,Negative,Voluptates assumenda odit hic perferendis velit dolores aut porro error consequuntur id laudantium minima error tempore blanditiis veniam.,Resolved,Minus voluptatem dolor dolor aspernatur nisi similique porro voluptate deleniti harum sint occaecati.
404,3442,160.0,5491,2024-10-25,Query,Email,Negative,Occaecati blanditiis odit at suscipit corrupti iusto impedit illo iusto aut explicabo excepturi ipsa id molestias nemo sit esse beatae.,Escalated,
435,3129,105.0,6005,2024-10-29,Sales Service,Whatsapp,Neutral,Dignissimos mollitia minus ad blanditiis beatae numquam vel cumque.,Closed,Corporis accusantium rem minima optio eius.
465,3365,120.0,6464,2024-10-09,Complaint,Email,Negative,Dicta labore soluta deserunt sit repudiandae excepturi repellat incidunt adipisci tenetur.,Escalated,
470,3226,156.0,6551,2024-10-22,Delivery Issue,Sales Rep,Positive,Corporis vero consectetur perspiciatis reiciendis ipsum officiis cum fugiat labore dolorem voluptate aliquam aliquam veritatis numquam dolore similique.,Closed,Sed quis neque amet corrupti porro praesentium eaque distinctio ducimus alias praesentium.
486,3255,129.0,6696,2024-10-06,Order Accuracy,Phone,Neutral,Totam sit aperiam adipisci quae nesciunt aspernatur porro hic id magnam optio tempora consectetur iure consequatur ipsa qui.,Resolved,Explicabo quibusdam aliquid quos consequatur eligendi pariatur esse aliquid eum.
515,3467,132.0,7062,2024-10-31,Delivery Issue,Distributor Portal,Positive,Ex sed ad facere nesciunt excepturi unde asperiores deserunt culpa ut ab amet perferendis ratione saepe consequuntur odit esse commodi.,In Progress,
566,3427,148.0,7890,2024-10-28,Delivery Issue,Distributor Portal,Positive,Maiores cumque accusantium non culpa repellat nulla asperiores totam sint dolorem culpa fuga totam nemo qui.,Open,
570,3170,143.0,7929,2024-10-17,Product Suggestion,Email,Positive,Neque totam accusamus minus nostrum possimus praesentium placeat excepturi amet enim non iure.,Closed,Quae beatae laborum a distinctio magnam quisquam officiis deserunt repudiandae suscipit doloremque consequuntur.
577,3368,123.0,7999,2024-10-08,Complaint,Email,Positive,Ullam voluptatum sit similique dolore sunt qui amet natus odio explicabo.,Resolved,Eveniet id iste porro odio id numquam.
592,3463,120.0,8093,2024-10-18,Quality Issue,Phone,Negative,Sed neque voluptatibus veritatis quasi labore odit deserunt eligendi eum molestiae explicabo repudiandae asperiores excepturi molestias dignissimos.,In Progress,
595,3172,162.0,8106,2024-10-24,Delivery Issue,Sales Rep,Neutral,Sequi autem cumque omnis velit in veniam quis molestiae iusto iusto porro quo explicabo sed cupiditate aspernatur rem veniam.,Escalated,
621,3365,123.0,8405,2024-10-14,Product Suggestion,Distributor Portal,Neutral,Necessitatibus consequatur atque beatae dolorum sapiente culpa blanditiis adipisci quos reprehenderit ipsam.,Closed,Nobis tenetur aliquid eaque minus asperiores voluptas facere ullam suscipit itaque voluptas minus.
639,3155,124.0,8639,2024-10-01,Query,Whatsapp,Negative,Deleniti ad amet quia ducimus laudantium eligendi asperiores quo expedita voluptas nesciunt corrupti alias ipsa.,In Progress,
641,3485,156.0,8718,2024-10-24,Quality Issue,Email,Positive,Sint optio quia necessitatibus voluptas voluptatem cumque explicabo excepturi doloribus perferendis dolores.,Resolved,Non totam ut mollitia nostrum excepturi corporis voluptatibus placeat dolorem debitis natus.
643,3498,152.0,8753,2024-10-21,Complaint,Email,Negative,Illum distinctio minima id vitae placeat repellat voluptas vero labore consectetur commodi repellendus.,In Progress,
701,3310,,9390,2024-10-15,Order Accuracy,Distributor Portal,Negative,Harum repellat aliquam adipisci quia aspernatur in voluptas ex id natus repellendus dolorem possimus.,Closed,Impedit vitae aut laudantium optio sed earum eos consequatur error minima voluptatibus et.
709,3067,124.0,9509,2024-10-05,Query,Sales Rep,Positive,Esse voluptates distinctio commodi suscipit libero deserunt et magni nam aut earum quam quis rerum corrupti illum dolore exercitationem veniam.,In Progress,
724,3448,156.0,9705,2024-10-02,Delivery Issue,Whatsapp,Neutral,Omnis temporibus cumque in aperiam accusamus sequi veniam iste voluptate et veritatis quisquam dolorem optio corporis mollitia.,Closed,Corporis consectetur perferendis voluptas qui quas blanditiis molestias exercitationem deserunt beatae magnam.
729,3446,143.0,9805,2024-10-14,Product Suggestion,Phone,Positive,Aliquid libero nemo porro rerum aspernatur ea rerum illo sapiente quidem tenetur fugiat dicta hic unde.,Closed,Dolor autem nulla autem fugit molestiae pariatur aspernatur alias molestias dignissimos sit delectus.
745,3482,149.0,9956,2024-10-01,Quality Issue,Email,Positive,Eius amet eos a nobis accusamus molestiae dolores laborum aliquid labore totam distinctio in possimus quia perferendis sapiente blanditiis libero nulla.,Resolved,Repellat autem voluptates aliquam maiores ex ut vero quisquam eligendi.
771,3448,,10345,2024-10-24,Delivery Issue,Sales Rep,Negative,Voluptates ea assumenda magnam quam earum velit eligendi iusto ipsa repellat deserunt facilis occaecati dolore enim ducimus.,In Progress,
791,3443,139.0,10615,2024-10-29,Query,Sales Rep,Neutral,Dicta voluptas itaque recusandae nobis nulla et cumque ducimus soluta possimus ab rem.,Closed,Reiciendis ullam voluptatum minus repellat incidunt.
796,3435,106.0,10698,2024-10-30,Order Accuracy,Email,Neutral,Nemo laborum sed rem nisi accusantium nobis aspernatur ex omnis repellendus nesciunt magnam aperiam doloribus necessitatibus.,Resolved,Ipsum sint voluptates ut quod neque.
809,3035,134.0,10858,2024-10-10,Delivery Issue,Email,Positive,Alias saepe recusandae corporis modi dolorum odit velit natus.,Resolved,Sequi quis et ducimus voluptatem ut rem inventore expedita.
816,3028,137.0,10943,2024-10-01,Product Suggestion,Distributor Portal,Positive,Quam omnis rerum asperiores similique dolore modi ut quidem minus dolorum rerum nobis dolorem beatae ea libero veritatis.,Open,
