feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
430,3093,134.0,5951,2025-03-03,Delivery Issue,Phone,Neutral,Eaque sequi animi numquam suscipit illo cum dolores id.,Resolved,Ea dolores necessitatibus architecto enim impedit.
439,3138,137.0,6075,2025-03-29,Sales Service,Email,Positive,Ea sint cumque quas blanditiis ab fugit suscipit sint rem distinctio.,Escalated,
458,3414,156.0,6325,2025-03-06,Order Accuracy,Distributor Portal,Neutral,Praesentium iste sapiente quibusdam quam exercitationem optio ipsum sint voluptas consequuntur eligendi quas consequatur natus voluptate saepe voluptate.,Open,
480,3437,154.0,6651,2025-03-18,Quality Issue,Whatsapp,Negative,Et exercitationem enim atque cum placeat atque magnam animi odio maiores neque consequatur animi sunt quo in quo.,Open,
520,3335,,7085,2025-03-04,Complaint,Email,Neutral,Eaque voluptatem ad suscipit aut labore repellat quam dolore perspiciatis aut enim mollitia cupiditate ab.,Closed,Fuga fugit quaerat autem enim unde omnis quia nam nemo.
532,3459,,7249,2025-03-31,Delivery Issue,Sales Rep,Positive,Praesentium natus blanditiis illo placeat minus veniam alias iure corporis excepturi quidem excepturi.,In Progress,
551,3361,,7543,2025-03-16,Query,Whatsapp,Negative,Id ducimus quos culpa minima ut sequi quia magnam saepe nisi perspiciatis fugit corrupti odio ea.,In Progress,
555,3116,129.0,7667,2025-03-05,Delivery Issue,Phone,Neutral,Ab recusandae voluptatem consequatur quos suscipit in iste ex quos natus illo quibusdam similique.,Resolved,Vel necessitatibus exercitationem harum beatae numquam deleniti nostrum pariatur fugiat ducimus similique.
575,3307,105.0,7992,2025-03-19,Order Accuracy,Email,Negative,Occaecati quidem praesentium illum mollitia eaque nobis inventore aliquid error excepturi reiciendis.,In Progress,
640,3032,122.0,8655,2025-03-27,Sales Service,Sales Rep,Neutral,Impedit debitis dignissimos ad ab placeat tempore doloremque id.,Closed,Quis corporis velit aut voluptatum ea cumque.
669,3213,106.0,9055,2025-03-02,Query,Distributor Portal,Neutral,Excepturi veritatis quasi nostrum repellendus a ipsam voluptatem labore.,In Progress,
677,3243,,9143,2025-03-31,Query,Email,Positive,Saepe aspernatur facere sint assumenda sapiente perspiciatis tempore ea accusamus pariatur aspernatur unde.,Closed,Blanditiis ratione fuga perferendis provident quo earum repudiandae.
696,3493,102.0,9352,2025-03-18,Query,Phone,Negative,Repellendus consequuntur labore voluptas tempora odit eligendi dicta qui ut hic non occaecati.,Closed,Dolores optio nisi et iusto voluptatum molestiae dolorem molestias id atque quam magni.
710,3405,127.0,9520,2025-03-30,Order Accuracy,Sales Rep,Negative,Ducimus earum totam unde consequuntur nulla eos eos aliquam architecto quisquam vero iste quibusdam saepe provident excepturi voluptas.,Resolved,Beatae accusantium et explicabo vel minima odio dolor eum facere quo nobis.
810,3225,123.0,10871,2025-03-02,Order Accuracy,Sales Rep,Positive,Molestias praesentium accusantium ullam vitae ratione at rem quibusdam tempore alias autem.,Open,
