feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
398,3289,150.0,5452,2024-11-15,Sales Service,Sales Rep,Positive,Accusantium deleniti voluptatum ratione ullam adipisci libero delectus cupiditate.,Escalated,
403,3187,114.0,5488,2024-11-12,Product Suggestion,Email,Neutral,Consequuntur architecto possimus explicabo vitae occaecati animi praesentium hic tempora quis ex quo necessitatibus quos.,Closed,Laborum ratione dignissimos inventore dignissimos dolor enim ipsa nostrum laboriosam ut aperiam incidunt.
421,3160,147.0,5781,2024-11-05,Query,Distributor Portal,Neutral,In incidunt ipsum temporibus praesentium autem velit mollitia aliquam voluptatibus.,In Progress,
425,3418,127.0,5921,2024-11-06,Quality Issue,Email,Neutral,Et incidunt debitis expedita quaerat repudiandae quam maxime quam reprehenderit.,Escalated,
463,3123,108.0,6390,2024-11-25,Product Suggestion,Sales Rep,Negative,Blanditiis atque iste voluptatibus odit incidunt ullam veritatis ab eius quam error autem illum sapiente.,Closed,Animi reiciendis alias fuga aperiam dolorum omnis magni occaecati.
496,3249,103.0,6814,2024-11-20,Order Accuracy,Distributor Portal,Neutral,Perspiciatis reprehenderit ea ut vel ipsum ratione sit distinctio nisi eveniet voluptatibus nemo commodi sunt dicta ducimus eos.,Resolved,Corporis quam quas minima dolore soluta impedit dolore ut aut adipisci.
534,3115,117.0,7260,2024-11-25,Query,Phone,Positive,Excepturi nisi officia repellendus dolorem labore perferendis veniam similique expedita provident fugiat expedita.,Resolved,Perspiciatis officiis nostrum fugiat numquam iusto inventore magni qui corporis.
557,3349,152.0,7690,2024-11-13,Sales Service,Phone,Neutral,Dolore optio explicabo architecto error ad dolores nobis totam incidunt delectus sed odit excepturi.,In Progress,
597,3152,130.0,8151,2024-11-23,Query,Phone,Neutral,Voluptatum rerum numquam fugiat maxime molestiae repellat nemo voluptas.,Resolved,Facilis vel maiores numquam dicta harum consectetur nulla blanditiis.
600,3098,115.0,8166,2024-11-24,Order Accuracy,Distributor Portal,Neutral,Reiciendis qui necessitatibus impedit praesentium nemo dolore odit maxime in debitis.,In Progress,
602,3497,142.0,8181,2024-11-26,Quality Issue,Distributor Portal,Negative,Placeat inventore quos repellendus vero vero laboriosam voluptatibus sed.,Open,
604,3034,101.0,8194,2024-11-13,Complaint,Sales Rep,Positive,Suscipit explicabo fuga eaque porro provident illo impedit tenetur fugit ut eligendi amet dolores placeat.,Closed,Voluptates impedit qui expedita occaecati culpa veniam eaque ullam non eaque quae dolorum.
615,3099,148.0,8321,2024-11-02,Delivery Issue,Distributor Portal,Negative,Asperiores ab deleniti debitis perspiciatis ipsa possimus adipisci quasi cum cumque.,Resolved,Omnis est velit commodi corporis velit accusantium.
655,3061,127.0,8930,2024-11-03,Query,Distributor Portal,Neutral,Sequi magnam repellendus veniam maxime incidunt maxime pariatur blanditiis illum fugit ratione harum est iste totam laborum occaecati aut.,Resolved,Dolores beatae iste ipsum alias facilis magnam odio nobis architecto sapiente deleniti.
682,3354,142.0,9193,2024-11-01,Product Suggestion,Distributor Portal,Negative,Est doloribus quisquam molestias inventore voluptas commodi magnam assumenda deleniti repellat explicabo corporis eius veniam impedit occaecati impedit atque similique.,Open,
700,3345,,9379,2024-11-28,Product Suggestion,Phone,Neutral,Iste nemo reiciendis illo id qui similique nihil accusantium ab nobis.,Closed,Architecto ad quas nobis ipsam quidem exercitationem.
731,3082,,9832,2024-11-25,Complaint,Sales Rep,Neutral,Id provident dolores non veritatis a illo eaque repudiandae in impedit vel.,In Progress,
742,3363,161.0,9927,2024-11-17,Delivery Issue,Email,Negative,Dolore facilis quae sapiente hic incidunt voluptatibus voluptas corporis nulla nostrum ipsam vitae ex eveniet labore illum exercitationem maiores.,Closed,Sed eligendi fugit voluptatem repudiandae veniam aut consequatur voluptatem doloremque dolores omnis.
748,3022,,10016,2024-11-19,Delivery Issue,Distributor Portal,Neutral,Magnam reiciendis asperiores placeat vitae blanditiis quaerat saepe consectetur beatae tempora aliquam quae qui veniam labore in cumque molestias.,Resolved,Amet reiciendis similique tempora deleniti eveniet sint dolores.
799,3270,,10709,2024-11-26,Delivery Issue,Distributor Portal,Neutral,Non similique facilis distinctio totam dolores hic eaque quo a culpa unde animi consectetur dolorum dolorum praesentium.,Resolved,Porro pariatur perspiciatis atque velit tenetur veniam maiores aut blanditiis placeat eum.
