feedback_id,retailer_id,product_id,sale_id,feedback_date,feedback_type,channel,sentiment,description,status,resolution_details
407,3270,107.0,5560,2023-10-19,Sales Service,Sales Rep,Neutral,Omnis perferendis voluptatem quae tempora praesentium maiores est dolor enim delectus nostrum officia magni quidem.,Escalated,
416,3233,157.0,5686,2023-10-10,Product Suggestion,Phone,Neutral,Enim nisi alias et quis tenetur explicabo saepe in consequatur mollitia.,Resolved,Optio delectus tempore natus quia totam veritatis vero.
495,3451,121.0,6810,2023-10-19,Quality Issue,Whatsapp,Positive,Consectetur molestiae ab sequi neque quae placeat ut corporis dolorum inventore commodi fugiat itaque sed dignissimos necessitatibus porro itaque consequatur.,Escalated,
503,3076,106.0,6897,2023-10-06,Query,Whatsapp,Negative,Totam maiores odio nisi ratione doloribus doloremque quis fuga modi ex omnis consequatur non nisi.,In Progress,
509,3202,103.0,7027,2023-10-26,Query,Phone,Positive,Dicta eum iusto dolore nesciunt atque in pariatur suscipit est dolorem maiores alias ad ut deleniti expedita.,Open,
523,3002,131.0,7115,2023-10-14,Order Accuracy,Distributor Portal,Positive,Eligendi iusto veritatis tenetur maiores mollitia temporibus ad incidunt in magni nulla.,Closed,Optio quod adipisci est adipisci aliquid.
559,3174,,7718,2023-10-31,Query,Whatsapp,Negative,Dolor ex neque dignissimos velit porro sint mollitia ducimus.,Closed,Amet rerum nobis sunt consequatur consectetur odio incidunt distinctio suscipit reprehenderit.
565,3060,109.0,7847,2023-10-13,Product Suggestion,Distributor Portal,Positive,Aperiam sint iure delectus reiciendis iste quas labore assumenda est asperiores fuga ducimus ipsum sit qui ratione minima alias.,In Progress,
610,3457,,8253,2023-10-23,Query,Whatsapp,Neutral,Saepe iste rem minus eaque dolorem voluptatem aut mollitia laborum nihil aspernatur cumque facere molestiae adipisci quae fuga culpa.,Escalated,
692,3078,130.0,9312,2023-10-15,Complaint,Whatsapp,Positive,Esse cupiditate pariatur reprehenderit fugit error mollitia suscipit cupiditate doloremque recusandae autem nemo atque.,Resolved,Sit nostrum repudiandae minima aut minus dolor.
693,3117,114.0,9314,2023-10-04,Delivery Issue,Email,Neutral,Nemo mollitia quibusdam suscipit eum labore illo eaque esse delectus.,Escalated,
732,3244,150.0,9843,2023-10-03,Order Accuracy,Distributor Portal,Positive,Impedit officia voluptatem optio odio rerum architecto dignissimos quaerat odit quis accusamus et.,Closed,Exercitationem architecto ipsa fuga laboriosam ad possimus ea.
734,3154,111.0,9847,2023-10-06,Quality Issue,Sales Rep,Negative,Quidem voluptatibus aliquam sapiente tenetur occaecati accusamus exercitationem expedita.,Open,
741,3186,125.0,9900,2023-10-05,Order Accuracy,Phone,Neutral,Tempore ab voluptatum molestias cupiditate nam facilis sunt porro a atque quidem rem.,Resolved,Rem similique ex non voluptas adipisci impedit eveniet non perspiciatis quaerat.
762,3455,162.0,10228,2023-10-19,Complaint,Whatsapp,Positive,Ipsa eius tempora sit sed accusantium sed aut architecto placeat quae eligendi iure.,Escalated,
